URL,Expediente,DataExpediente,NumProtocolo,Processo,Empresa,CNPJ,Assunto,EncontraSeNa,SituacaoAtual,DataInicio
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4659933229/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4659935225/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4640442222/,4640442/22-2,01/09/2022,20220000004433697,25351.347485/2022-67,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"155 -
                        GENERICO - Registro de Medicamento","ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL
                        Desde: 06/09/2022",Em análise,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4642743227/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4659939228/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4659963221/,4659963/22-1,07/09/2022,20220000004450558,25351.347485/2022-67,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial","CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 07/09/2022",Anuído,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0325703137/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0166104183/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/992572104/,992572/10-4,21/12/2010,25352885665201033,25000.001562/9626,LABORATÓRIO GLOBO SA,17.115.437/0001-73,142 - SIMILAR - Renovação de Registro de Medicamento,"COPRE.D - COORDENAÇÃO DE PÓS-REGISTRO
                            Desde: 07/06/2011",Revalidação automática,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676408238/,0676408/23-8,02/07/2023,20230000000609873,25351.593518/2016-03,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10285 - ESPECÍFICO - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 06/09/2023",Anuído,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0325565234/,0325565/23-4,31/03/2023,20230000000291986,25351.199241/2023-42,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"155 -
                        GENERICO - Registro de Medicamento","ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL
                        Desde: 03/04/2023",Em análise,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0330454230/,0330454/23-0,03/04/2023,20230000000296211,25351.199241/2023-42,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11721 - Registro - Notificação do Processo da CADIFA,"COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                            Desde: 03/04/2023",Aguardando análise,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/5033492225/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0331496231/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0348265231/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0348304235/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0939468231/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0758469235/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0656878175/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2075057179/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3372812197/,3372812/19-7,06/12/2019,25352698289201942,25351.911558/2016-39,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 06/05/2020",Aprovação condicional – ausência de manifestação no prazo legal em 18/05/2020.,06/05/2020
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/627457119/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/7232550210/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0927592234/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0636521123/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676418235/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074735190/,3074735/19-0,08/11/2019,25352983780201976,25351.508560/2015-43,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 17/04/2020",Aprovação condicional – ausência de manifestação no prazo legal em 27/04/2020.,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074739192/,3074739/19-2,08/11/2019,25352983782201965,25351.508560/2015-43,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 17/04/2020",Aprovação condicional – ausência de manifestação no prazo legal em 27/04/2020.,17/04/2020
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074729195/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074731197/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074737196/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074733193/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074727199/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3074725192/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1250901219/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/6970132216/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0762114131/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0576728188/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0998114234/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0516725236/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0517108233/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4855351229/,4855351/22-9,24/10/2022,20220000004612979,25351.466676/2022-27,"Zhejiang Hisun Pharmaceutical Co., Ltd.",DH.NUM.BER/0000-08,"11637 -
                        CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application","COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                        Desde: 29/05/2023",Distribuído para a área responsável,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0517178234/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0529851232/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0529854237/,0529854/23-7,24/05/2023,20230000000477667,25351.320474/2023-11,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11630 - GENÉRICO - Estudo de biodisponibilidade relativa,"CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA
                            Desde: 30/10/2023",Concluída análise,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0576784189/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676406231/,0676406/23-1,02/07/2023,20230000000609872,25351.392773/2019-71,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10297 - SIMILAR - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            
                            Enc.: 28/11/2023",Em análise do cumprimento de exigência,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2678124227/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676414232/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1028231129/,1028231/12-9,19/12/2012,25352813849201217,25351.143946/2007-95,LABORATÓRIO GLOBO SA,17.115.437/0001-73,143 - GENÉRICO - Renovação de Registro de Medicamento,"COPRE.D - COORDENAÇÃO DE PÓS-REGISTRO
                            Desde: 27/12/2012",Revalidação automática,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2168471175/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/7632888211/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/7632890212/,7632890/21-2,17/12/2021,25352678238202119,25351.457655/2015-96,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11004 - RDC 73/2016 - GENÉRICO - Alteração de razão social do local de fabricação do medicamento,"CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE
                            Desde: 16/05/2022",Anuído,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0860720126/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2071904173/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676366239/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1171914237/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0889323233/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1022655239/,1022655/23-9,26/09/2023,20230000000924092,25351.632382/2023-81,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"150 -
                        SIMILAR - Registro de Medicamento Similar","ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL
                        Desde: 26/09/2023",Em análise,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1032933231/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1031119230/,,,,,,,-,"- 
                        
                        Enc.:",,
https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1031083235/,1031083/23-5,28/09/2023,20230000000931739,25351.632382/2023-81,LABORATÓRIO GLOBO SA,17.115.437/0001-73,12110 - SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 28/09/2023",Distribuído para a área responsável,28/09/2023
