idProduto,numeroRegistro,nomeProduto,expediente,razaoSocial,cnpj,numeroTransacao,data,numProcesso,idBulaPacienteProtegido,idBulaProfissionalProtegido,dataAtualizacao,numero_registro
1778.0,105730067,CANDORAL,3374734192,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,15350142019,2019-12-06T12:43:57.000-0300,2599100819980,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMTc3MDgxOCIsIm5iZiI6MTcwNjI3ODg1MCwiZXhwIjoxNzA2Mjc5MTUwfQ.TvBq8w8cCKxKP1RL6ZUGWlaUwWWZ6PTpXNnHm5HQFiqCChVYOsEUAY-1a0nN-7nxczd1OQWNDBuqwCshjP0ApQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMTc3MDgxOSIsIm5iZiI6MTcwNjI3ODg1MCwiZXhwIjoxNzA2Mjc5MTUwfQ.XHIHNI_klNf6SRmPAMwe4oADw9MaqDm1XfHMnMPLcAXPjGFm48ZGhGSI_tD14L-0unPiqCaCz46RF9va_UNkkA,2024-01-26T08:00:05.000-0300,105730067
1778.0,105730067,CANDORAL,3374734192,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,15350142019,2019-12-06T12:43:57.000-0300,2599100819980,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMTc3MDgxOCIsIm5iZiI6MTcwNjI3ODg3NywiZXhwIjoxNzA2Mjc5MTc3fQ.nzbxs97Zcn_TzHv9BIBw6tvsz5iPQIcwDZjhHimNO7qx23NnM5LYnyfvLc-LmU1UX1HrMM6LTYsGYf-cOfWgdw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMTc3MDgxOSIsIm5iZiI6MTcwNjI3ODg3NywiZXhwIjoxNzA2Mjc5MTc3fQ.uLGYWB50fTa-6HpntJlTmF2bf3ZLx6iaBRC_9x7y7Wi6h-wlpvUDF3VIFE1c_9Fp23AUv4NLCB-yuo4q5olHAQ,2024-01-26T08:00:05.000-0300,105730067
491668.0,125680158,CICLOPIROX OLAMINA,0582228149,PRATI DONADUZZI & CIA LTDA,73856593000166,6269922014,2014-07-21T13:38:15.000-0300,25351337391200660,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTQ2MDY0IiwibmJmIjoxNzA2Mjc4ODQ2LCJleHAiOjE3MDYyNzkxNDZ9.yLGkCEbXxfF9AAsj_R3WTgaLh-cOEoAls-S_9SZHha94oYU690Jsr2S7DOtxPfDRgahBx2gKtuipTDCkEPKdhw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTQ2MDY1IiwibmJmIjoxNzA2Mjc4ODQ2LCJleHAiOjE3MDYyNzkxNDZ9.E7ARyxzLvqxupwQ7K_wyL6uGb6Ssjjm9Vgxx28dYfVDOTMpYxTm3irSdSCS7SYqh5XLRjdTICkb5rfS077Rhqw,2024-01-26T08:00:05.000-0300,125680158
1385379.0,183260419,OROXADIN,4354759201,SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,9889512020,2020-12-09T10:59:34.000-0300,25351627496201922,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMzM2NDUzMCIsIm5iZiI6MTcwNjI3ODg3MSwiZXhwIjoxNzA2Mjc5MTcxfQ.K_qvNB3Lw7R-EuHoMwRXqSU13tcIzRDT0xvaOzDjh0WXBvUorG0TnbyzBuzbUtXCFK8fu5_isvacYNdfR36mng,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMzM2NDUzMyIsIm5iZiI6MTcwNjI3ODg3MSwiZXhwIjoxNzA2Mjc5MTcxfQ.b_PM79WGnmtKEZEz9KFy83ZHr8eVaqFbyAAKi3bPHTOHDU2iIqpUE0LmkojYb3Z3QoIMYw0TG0xjKRHL3XTPiw,2024-01-26T08:00:05.000-0300,183260419
1000017.0,170560103,CIPRO,4819474227,BAYER S.A.,18459628000115,9668242022,2022-10-14T09:43:34.000-0300,25351212506200795,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNzgzMTc2MiIsIm5iZiI6MTcwNjI3ODg0MiwiZXhwIjoxNzA2Mjc5MTQyfQ.cczn83hGVUqPTSkmpo3Fp0C_JTdCP-XK05zQsAxBqwM_3mH7YpTg4ICJhTEkCkwERqTOKP4yXv7SadmerjkPpg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNzgzMTc2MyIsIm5iZiI6MTcwNjI3ODg0MiwiZXhwIjoxNzA2Mjc5MTQyfQ.vkvLQtSx2YaczBpNR3j9Y4qWW1NJWUkJ2YV2rgfIj1rEuo73v8AjjM2G1Dd71lvLrjVnOKUYFAFyc6_H5ZNA5g,2024-01-26T08:00:05.000-0300,170560103
3641023.0,186200004,BISOLVON,1368112234,OPELLA HEALTHCARE BRAZIL LTDA,38391432000143,11763502023,2023-12-04T07:27:33.000-0300,25351380899202389,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTc4NTY0NCIsIm5iZiI6MTcwNjI3ODg3OSwiZXhwIjoxNzA2Mjc5MTc5fQ.OgNf_H13ZUN7anC6oU-yNIa6S0TE4tw-RKzTw073Zi0fZ9Vex9rKr5r78O5mw9bnkAzeF-6nNIbR-EsWzmf3OQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTc4NTY0NSIsIm5iZiI6MTcwNjI3ODg3OSwiZXhwIjoxNzA2Mjc5MTc5fQ.jxDbIZ6LhQbjCbj2pmUePViD_uzxkmBqgJs3SYLktGjY7JI3-Gs_jVbp70Q-A5qc0ozlkacmeSCqvNlxR75mBw,2024-01-26T08:00:05.000-0300,186200004
2405.0,101180129,MIOSAN,0559079231,APSEN FARMACEUTICA S/A,62462015000129,5262152023,2023-06-01T09:27:28.000-0300,250000092779653,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTk2NzYwMCIsIm5iZiI6MTcwNjI3ODg4MSwiZXhwIjoxNzA2Mjc5MTgxfQ.SNqpgdcUL3O8k6cXLcfog20YuMskN5U3cTR79rp3gU0nQRGsSKltfjrnAmk94ZK7iaWm-AWNvLJ61vTwKjPW-A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTk2NzYwMSIsIm5iZiI6MTcwNjI3ODg4MSwiZXhwIjoxNzA2Mjc5MTgxfQ.fG8Hn5OuCa0JsZ8ph4v00lOxWuggTtLDABH8_p_TIkT2NIIt_5OEJKoKs7oNogSPiCCfdgDhEcf5VShndITqMg,2024-01-26T08:00:05.000-0300,101180129
1000017.0,170560103,CIPRO,4819474227,BAYER S.A.,18459628000115,9668242022,2022-10-14T09:43:34.000-0300,25351212506200795,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNzgzMTc2MiIsIm5iZiI6MTcwNjI3ODg1NiwiZXhwIjoxNzA2Mjc5MTU2fQ.6Rf29kOuFtxHrXY4lYLTtRvkR0Y5quNEUEhEC-tq-TaMvUMvGlU6Ez_x0nohcnQOiejMQszMU5oGxqv9si3WNw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNzgzMTc2MyIsIm5iZiI6MTcwNjI3ODg1NiwiZXhwIjoxNzA2Mjc5MTU2fQ.MOBO6kBopkQ1heUK1_Bc7WpZrHCskI5JdI0bjH2P73Tni65tE26SbQW96_jxVGenD4Zuduti65uSa6uZxjS4Gw,2024-01-26T08:00:05.000-0300,170560103
336659.0,112600007,PROZAC,2479537226,ELI LILLY DO BRASIL LTDA,43940618000144,3637462022,2022-04-20T13:58:00.000-0300,2500100050787,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNjQ3NDkwOCIsIm5iZiI6MTcwNjI3ODg1MSwiZXhwIjoxNzA2Mjc5MTUxfQ.RSxLQ3Rxza5nxlEf1GcnJHecf8sxQBUd-6pjY_MkFyX8aef8uTQivJpel5v6zE2PfKnMY8G-dszvXcY7Mk1t5g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNjQ3NDkwOSIsIm5iZiI6MTcwNjI3ODg1MSwiZXhwIjoxNzA2Mjc5MTUxfQ.UPF5xD0K7yw3QKhymPTHdV2RYRq4FcoK8Vvbh0q01bUDc1jbiEIc81Laa1aVAFPkWWBJkkxyLnWY03IKp5j2eg,2024-01-26T08:00:05.000-0300,112600007
606720.0,105830642,cloridrato de hidroxizina,1362806212,GERMED FARMACEUTICA LTDA,45992062000165,2977012021,2021-04-09T17:08:38.000-0300,25351754920200883,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDAzMDY1OSIsIm5iZiI6MTcwNjI3ODg1NywiZXhwIjoxNzA2Mjc5MTU3fQ.1nNAw1PbxAZnwoh5R-TCr0oLgA5xXRpiWNGqMOZRwiyCa6C1bsHV7hgZV9F_iv3qgBjwpWnqvy5xMQxmJgSJ9Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDAzMDY2MCIsIm5iZiI6MTcwNjI3ODg1NywiZXhwIjoxNzA2Mjc5MTU3fQ.YhaJbXrBHsU0Ywg3C55zWO76n4Dlu_q_1lUogS5rwn2YX81L1cXRSAGw1VCSTZ50ESVZlq-tICN4fUT5uqi4IA,2024-01-26T08:00:05.000-0300,105830642
3652317.0,157211211,IMOSEC,0048073245,JOHNSON & JOHNSON INDUSTRIAL LTDA.,59748988000114,425282024,2024-01-15T11:31:36.000-0300,25351464684202310,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMjIyOTQ1MiIsIm5iZiI6MTcwNjI3ODg1OCwiZXhwIjoxNzA2Mjc5MTU4fQ.qMEsqzJ67o5XRrGMj7nWlF-RzkZ_IE1K--k2UVrdpCD1l7hgl9_0aLc1ZHtiV3iiyPugH0TmR9-o_rSqKMIJwg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMjIyOTQ1MyIsIm5iZiI6MTcwNjI3ODg1OCwiZXhwIjoxNzA2Mjc5MTU4fQ.vzDXPQYCVzFxtZEfEzWCXzSQjMEojMZ16nivi8Y_Bk73thxhn2IFQrhjWq6-bMcXHrw6yjHj2NcFKMZcLqrmxw,2024-01-26T08:00:05.000-0300,157211211
2746.0,105730050,SORINE,0718691237,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,6700612023,2023-07-12T16:13:31.000-0300,2599100536880,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDM2NDI4NiIsIm5iZiI6MTcwNjI3ODg1NywiZXhwIjoxNzA2Mjc5MTU3fQ.9BryFBjX-Cu1Cpx7QYQCfMPBxwC56gZUgXieLnQTLa75dZGx7CagzVpgMI_lSJlj4EPKoyrv9coSa9UghfYFAA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDM2NDI4NyIsIm5iZiI6MTcwNjI3ODg1NywiZXhwIjoxNzA2Mjc5MTU3fQ.EeFNsNYiNkgATKwdjsC01ILJF7HDvMeskVCfclTja8e5jW_vasGBeRJTf6jWaAKZPrwtQvQ-o995vWTVfMSQsw,2024-01-26T08:00:05.000-0300,105730050
672971.0,100330165,STANGLIT,0369282230,LIBBS FARMACÊUTICA LTDA,61230314000175,3388612023,2023-04-13T08:25:40.000-0300,25351007564201072,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTQ3MzMyNCIsIm5iZiI6MTcwNjI3ODg1OSwiZXhwIjoxNzA2Mjc5MTU5fQ.BGgWElxdb0HOL2Y-rzHMEFH_dwaQJCClB5CQcvUBZKiu0YMC932wcnhLxz0Ad7X3_tkGNjofAB4_V4GNsXJveA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTQ3MzMyNSIsIm5iZiI6MTcwNjI3ODg1OSwiZXhwIjoxNzA2Mjc5MTU5fQ.fmUv1U15ikxP3BRWoJe0y8QB_dHMAovZSOUndMgiBe-iIjgW5IguxhuCLj5Hu693Uma6Cd-5oYlfrpUsl1tbbw,2024-01-26T08:00:05.000-0300,100330165
137633.0,103920147,AMPRAX,1919847217,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,30222814000131,4289852021,2021-05-18T15:35:39.000-0300,253510312080068,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDI3NTU1MiIsIm5iZiI6MTcwNjI3ODg4NSwiZXhwIjoxNzA2Mjc5MTg1fQ._1osZtd2ijGcc6tzLK3pedw3XXWOy5eDRFLuGJBPv2zL5ijXvxe9jRJ09R48TCtbriPoova8r2YISmYwo8ZjGQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDI3NTU3NiIsIm5iZiI6MTcwNjI3ODg4NSwiZXhwIjoxNzA2Mjc5MTg1fQ.Cuh6L9mXLthjo2Ytm7phaXkRIhoNQJyNV21qFUVlaby5KKQTCi-_EULnT2_Ya1jrUFAGUIlJ6eEsIlvyCRaQ3Q,2024-01-26T08:00:05.000-0300,103920147
137644.0,112363356,ULTRACET,0783324235,JANSSEN-CILAG FARMACÊUTICA LTDA,51780468000187,7257332023,2023-07-27T13:16:27.000-0300,253510090960041,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDUyNDQ1MiIsIm5iZiI6MTcwNjI3ODg2MSwiZXhwIjoxNzA2Mjc5MTYxfQ.GUexDleQm2aFxTeCBIa54od0EdI6tvY8kr1upPYUnL87XvRAu4N2GofrrKvEYf3OGLQRI1HGFkW9yG9Hb0kyJw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDUyNDQ1MyIsIm5iZiI6MTcwNjI3ODg2MSwiZXhwIjoxNzA2Mjc5MTYxfQ._RBRYpkQpZSMviVJSlc7vTsUv3UhfjJSFnpLT-3jZ0EpWxeuaievM5oABrnDMtrXLnvFxsYlDIo-zBJiBb6Bmg,2024-01-26T08:00:05.000-0300,112363356
2961.0,101180130,DONAREN,0342445235,APSEN FARMACEUTICA S/A,62462015000129,3131442023,2023-04-05T09:59:49.000-0300,250000414339699,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTQwMzM4NyIsIm5iZiI6MTcwNjI3ODg1MSwiZXhwIjoxNzA2Mjc5MTUxfQ.461Zdd2XCzliGRDwggR8r4Gne_omDNgKn-5f5r1i2H2XymFTZapgFj6S8O7p88OyAZSSxw0YAa-5P6SOLIzbHQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTQwMzM4OCIsIm5iZiI6MTcwNjI3ODg1MSwiZXhwIjoxNzA2Mjc5MTUxfQ.kmVV3HCdtYYiBQpUvKvooFd-4epm3dsaBxFNnw5VOCUD2L19bfeuZ8ODS1ShxOqjn1yEoF2YwG_-NT4DnkHYnA,2024-01-26T08:00:05.000-0300,101180130
2497527.0,188300081,EFEXOR,0538345233,MYLAN LABORATORIOS LTDA,11643096000122,5035202023,2023-05-26T11:48:04.000-0300,25351574130202168,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTkwNjM3NiIsIm5iZiI6MTcwNjI3ODg2NCwiZXhwIjoxNzA2Mjc5MTY0fQ.Lkpy0KFiaClVTMamwEj68jASC2PmLoPUkxqXLSjqIRT0Zk7AUM4dDgzNcoAWPkSz0zIEcIQXIYgv0E8ETYp0Rw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTkwNjM3NyIsIm5iZiI6MTcwNjI3ODg2NCwiZXhwIjoxNzA2Mjc5MTY0fQ.gFziAlsmSkbncS76Str-NTl-4CNQNp57zKf8X8mNKKcVy2cUnmh6TGrJxrFJFMnARmhsOTCht7nDCx44O6ymIA,2024-01-26T08:00:05.000-0300,188300081
683445.0,170560102,CANESTEN,1236469232,BAYER S.A.,18459628000115,10956422023,2023-11-09T14:56:18.000-0300,25351212365200719,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTU1NzMwMiIsIm5iZiI6MTcwNjI3ODg1MiwiZXhwIjoxNzA2Mjc5MTUyfQ.Lt6ZWuMBlHqOdDup0ijs1y9AnRRw0q_7DhWbldSNbze5ySjQ3intzSqasc0lu9STrlyHZrfSOnaNsBuIwvnc9g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTU1NzMwMyIsIm5iZiI6MTcwNjI3ODg1MiwiZXhwIjoxNzA2Mjc5MTUyfQ.1vi8A-oZecbmqv2fChohQANEVh_wbwT3MyOnQbeiJQ3HFOfjHcpQ_NCnjY9ju37A1XVymdp_yl9K8j7Vhzb8uQ,2024-01-26T08:00:05.000-0300,170560102
801788.0,106390260,DERMODEX,0243861222,TAKEDA PHARMA LTDA.,60397775000174,530442022,2022-01-19T10:20:35.000-0300,25351585810201104,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNTg4MTI4OCIsIm5iZiI6MTcwNjI3ODg4OSwiZXhwIjoxNzA2Mjc5MTg5fQ.Z0p9MLHDKgdeHojKpGZrR7mAtQ-uDC5aF-BdLRvSjyr3wnddpxFvwrmH8idvMRrwrMj53PJzNqtg3i5WPrFSNA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNTg4MTI4OSIsIm5iZiI6MTcwNjI3ODg4OSwiZXhwIjoxNzA2Mjc5MTg5fQ.RlYZYcmhM6np6MIRDhJBYADaFYK_b9rlJslNb_KDC36odFQSKgXaKAbvDzWzfx-ULE5w3uTU76jTIbpWbm9tBw,2024-01-26T08:00:05.000-0300,106390260
985300.0,100290191,DESALEX,4236728222,ORGANON FARMACÊUTICA LTDA.,45987013000134,5057502022,2022-05-31T19:36:29.000-0300,25351301427201475,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNjc1OTkyMiIsIm5iZiI6MTcwNjI3ODg2MiwiZXhwIjoxNzA2Mjc5MTYyfQ.djHoe30Z3dojI20XJwDkxDR6tI_BQuUVYTvanFmGAp57maCJ6WOBObMs6OlV36BJr_2H_HH02-OsPgVIvyPYQw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNjc1OTkyMyIsIm5iZiI6MTcwNjI3ODg2MiwiZXhwIjoxNzA2Mjc5MTYyfQ.IeInUx9yw1k2wPifNAvs_8Slfd92N6pNdtVDfjWDBJBVhzWUpMwSyna2VhwvdoJ5pBBsVarfcv6OZu7Lj7cGWg,2024-01-26T08:00:05.000-0300,100290191
