#NUM_EXPEDIENTE_PETICAO,DESC_FILA_ANALISE,DESC_SUB_FILA_LISTA_ANALISE,DESC_GRUPO_ETAPA_CICLO_ANALISE,TEMPO
8291111,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,15.0
8291111,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,0.0
8291111,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,6.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,171.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,788.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,94.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,5.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,194.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,8.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,118.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,63.0
9434120,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,33.0
9850127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,50.0
9850127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,15.0
9850127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0.0
9850127,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,12.0
9866123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,50.0
9866123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,15.0
9866123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
9866123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12.0
10808141,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,237.0
12283081,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,50.0
12283081,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,3593.0
12283081,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,25.0
13045171,REGISTRO,Clones,Fila de Análise,14.0
13045171,REGISTRO,Clones,Finalização,83.0
17942196,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,90.0
17942196,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,2.0
17942196,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,0.0
17942196,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,5.0
18658139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,96.0
18658139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,14.0
18658139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
18658139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,27.0
27491117,REGISTRO,Genéricos e Similares,Fila de Análise,2138.0
30328113,RENOVAÇÃO,Fitoterápicos,Fila de Análise,153.0
30328113,RENOVAÇÃO,Fitoterápicos,Análise em Andamento,1.0
30328113,RENOVAÇÃO,Fitoterápicos,Finalização,0.0
30390189,REGISTRO,Genéricos e Similares,Fila de Análise,40.0
30390189,REGISTRO,Genéricos e Similares,Análise em Andamento,16.0
30390189,REGISTRO,Genéricos e Similares,Exigência,0.0
30390189,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0.0
30390189,REGISTRO,Genéricos e Similares,Finalização,130.0
33216180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Fila de Análise,150.0
33216180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,1.0
33216180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Exigência,0.0
33216180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise de Cumprimento de Exigência,63.0
33216180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Finalização,0.0
43338121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,14.0
43338121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,34.0
43338121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
43338121,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12.0
46661111,REGISTRO,Genéricos e Similares,Fila de Análise,6.0
46661111,REGISTRO,Genéricos e Similares,Análise em Andamento,177.0
46661111,REGISTRO,Genéricos e Similares,Exigência,26.0
46661111,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0.0
46661111,REGISTRO,Genéricos e Similares,Análise em Andamento,2.0
46661111,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0.0
46661111,REGISTRO,Genéricos e Similares,Análise em Andamento,97.0
46661111,REGISTRO,Genéricos e Similares,Finalização,20.0
49912159,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,45.0
49912159,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,132.0
49912159,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,0.0
49912159,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,5.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,124.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,5.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,56.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,1.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,3.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,10.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,44.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,0.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,0.0
50116196,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,0.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,124.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,5.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,56.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,1.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,3.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,10.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,44.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,0.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,0.0
50156195,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,0.0
54680247,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,31.0
59041180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Fila de Análise,134.0
59041180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,4.0
59041180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Exigência,0.0
59041180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise de Cumprimento de Exigência,0.0
59041180,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Finalização,50.0
59897126,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,54.0
59897126,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,35.0
59897126,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0.0
59897126,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,5.0
65640182,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Fila de Análise,234.0
65640182,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,31.0
65640182,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Exigência,6.0
65640182,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise de Cumprimento de Exigência,0.0
65640182,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,90.0
65640182,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise de Cumprimento de Exigência,0.0
65640182,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Finalização,0.0
65854185,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Fila de Análise,228.0
65854185,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise em Andamento,10.0
65854185,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Exigência,119.0
65854185,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Análise de Cumprimento de Exigência,31.0
65854185,"Bula, Rotulagem e Nome Comercial","Análise de bula, dizeres de rotulagem e nome comercial",Finalização,0.0
66645129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,3.0
66645129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,48.0
66645129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,0.0
66645129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,5.0
71805150,PÓS-REGISTRO,Específicos - Menor complexidade,Fila de Análise,1.0
71805150,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,33.0
71805150,PÓS-REGISTRO,Específicos - Menor complexidade,Análise em Andamento,0.0
71805150,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,7.0
101812184,REGISTRO,Clones,Fila de Análise,64.0
101812184,REGISTRO,Clones,Análise em Andamento,146.0
101812184,REGISTRO,Clones,Finalização,12.0
101884181,REGISTRO,Clones,Fila de Análise,12.0
101884181,REGISTRO,Clones,Análise em Andamento,1.0
101884181,REGISTRO,Clones,Finalização,118.0
102873191,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,142.0
102873191,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,7.0
102873191,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12.0
106011182,REGISTRO,Clones,Fila de Análise,11.0
106011182,REGISTRO,Clones,Análise em Andamento,99.0
106011182,REGISTRO,Clones,Finalização,104.0
112265097,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,769.0
112265097,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,32.0
115022137,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,20.0
115022137,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,138.0
118318184,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,270.0
118573100,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,462.0
118573100,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2.0
118573100,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,25.0
121529139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,28.0
121529139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,21.0
121529139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Análise em Andamento,0.0
121529139,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,4.0
132108141,PÓS-REGISTRO,Específicos - Menor complexidade,Fila de Análise,82.0
132108141,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,196.0
134838158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,0.0
134838158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,19.0
134838158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
134838158,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,6.0
142454198,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,293.0
142454198,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,971.0
152846157,REGISTRO,Clones,Fila de Análise,67.0
152846157,REGISTRO,Clones,Sobrestado Externo,1255.0
152846157,REGISTRO,Clones,Finalização,1.0
152846157,REGISTRO,Clones,Análise em Andamento,0.0
152846157,REGISTRO,Clones,Finalização,4.0
156670089,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,277.0
156670089,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1278.0
156670089,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,6.0
166104183,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,255.0
166124188,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,247.0
166124188,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,1343.0
166124188,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,0.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,107.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,13.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,119.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,65.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,4.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,112.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,42.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,7.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,105.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,16.0
167089171,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,12.0
171398151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,139.0
171398151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,98.0
171398151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,0.0
171398151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,0.0
171398151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,64.0
171398151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,29.0
171398151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,0.0
172763150,PÓS-REGISTRO,Específicos - Menor complexidade,Fila de Análise,8.0
172763150,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,33.0
172763150,PÓS-REGISTRO,Específicos - Menor complexidade,Análise em Andamento,0.0
172763150,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,6.0
174404156,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,138.0
174404156,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,98.0
174404156,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,0.0
174404156,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,0.0
174404156,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,57.0
174404156,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,36.0
174404156,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,0.0
174477151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,138.0
174477151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,98.0
174477151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,0.0
174477151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,0.0
174477151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,64.0
174477151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,29.0
174477151,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,0.0
174606155,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,138.0
174606155,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,98.0
174606155,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Exigência,0.0
174606155,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,0.0
174606155,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,64.0
174606155,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise de Cumprimento de Exigência,29.0
174606155,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,0.0
175624149,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,102.0
175624149,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,24.0
176928136,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,6.0
176928136,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Finalização,131.0
178134111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,190.0
178134111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2.0
178134111,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,18.0
178672115,REGISTRO,Genéricos e Similares,Fila de Análise,3.0
178672115,REGISTRO,Genéricos e Similares,Análise em Andamento,1.0
178672115,REGISTRO,Genéricos e Similares,Exigência,34.0
178672115,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,5.0
178672115,REGISTRO,Genéricos e Similares,Análise em Andamento,20.0
178672115,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0.0
178672115,REGISTRO,Genéricos e Similares,Análise em Andamento,2.0
178672115,REGISTRO,Genéricos e Similares,Exigência,19.0
178672115,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,1.0
178672115,REGISTRO,Genéricos e Similares,Análise em Andamento,13.0
178672115,REGISTRO,Genéricos e Similares,Finalização,8.0
178672115,REGISTRO,Genéricos e Similares,Análise em Andamento,0.0
178672115,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,0.0
178672115,REGISTRO,Genéricos e Similares,Finalização,48.0
183964181,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,39.0
188429188,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,70.0
188429188,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,44.0
188429188,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,19.0
192886104,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,631.0
192886104,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,49.0
192886104,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Exigência,91.0
192886104,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,0.0
192886104,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,125.0
192886104,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise de Cumprimento de Exigência,5.0
192886104,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,49.0
195280123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,29.0
195280123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,15.0
195280123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
195280123,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,5.0
195290121,PÓS-REGISTRO,Específicos - Menor complexidade,Fila de Análise,30.0
195290121,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,14.0
195290121,PÓS-REGISTRO,Específicos - Menor complexidade,Análise em Andamento,0.0
195290121,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,12.0
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,29.0
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,15.0
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
195307129,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12.0
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,50.0
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,22.0
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
195322122,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,12.0
195567195,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,186.0
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,27.0
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,35.0
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,0.0
200016154,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,5.0
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,26.0
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,43.0
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,0.0
201738125,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,5.0
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Fila de Análise,16.0
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,26.0
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Análise em Andamento,0.0
203545126,ROTULAGEM E NOME COMERCIAL ,Rotulagem e Nome Comercial,Finalização,5.0
207846155,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,27.0
