idProduto,numeroRegistro,nomeProduto,expediente,razaoSocial,cnpj,numeroTransacao,data,numProcesso,idBulaPacienteProtegido,idBulaProfissionalProtegido,dataAtualizacao,numero_registro
3247.0,103700060,DEXASON,0577463233,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,5424472023,2023-06-06T11:21:19.000-0300,2500001418988,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDAxMzI4MSIsIm5iZiI6MTcwNDU5MTQ2MCwiZXhwIjoxNzA0NTkxNzYwfQ.zQLQiHyhmFjwDzcia3dyI4LS7rX_jzW1FLqQ7tMIuguLvudROLi6q-s9C-1w3EGokord9VBt55Xz0dp8lkh0Ww,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDAxMzI4MiIsIm5iZiI6MTcwNDU5MTQ2MCwiZXhwIjoxNzA0NTkxNzYwfQ.HztJ-c9Vq35TpB8zXHxjzsKynNqMztDRtuU_KeTA_ORt7-l_4hYIoolulXFOvd8Wx9A269Dscxx_EqIzaQ_W5A,2024-01-06T18:00:08.000-0300,103700060
5510.0,100290031,RENITEC,3058356218,ORGANON FARMACÊUTICA LTDA.,45987013000134,6883972021,2021-08-05T10:05:40.000-0300,2500001472983,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDgwMjIxNyIsIm5iZiI6MTcwNDU5MTQ3NiwiZXhwIjoxNzA0NTkxNzc2fQ.cR728HuhN9EGlsNFYQYy3WXRlBRs7NaI8FKa2n0goCDWmdZczBRswjcfidfEKxNI5MrUamv07q9H_T5EfdL89A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDgwMjIxOCIsIm5iZiI6MTcwNDU5MTQ3NiwiZXhwIjoxNzA0NTkxNzc2fQ.CJ5eFAEeOoQredI-iN0n4c1qUbJD5yx-vp4Qt4KtG_BoYwIxtdlyzv8hBhThXb5Uu83zOnhn0NBh2C7vweXMxA,2024-01-06T18:00:08.000-0300,100290031
1181106.0,121100424,ZOLTEC,0224639234,PFIZER BRASIL LTDA,61072393000133,2054822023,2023-03-07T09:38:40.000-0300,25351097591201709,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTEwMTkxNSIsIm5iZiI6MTcwNDU5MTQ4NywiZXhwIjoxNzA0NTkxNzg3fQ.5_wX_DIWcJ4T24vtZbKs_PgcmTh3ByxsMeh8J9q4XXKstUj850lYgyHUONqkmmalqyMv2FYwgx5c7kvkWTzEiA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTEwMTkxNiIsIm5iZiI6MTcwNDU5MTQ4NywiZXhwIjoxNzA0NTkxNzg3fQ.cNq3Rs5ZNGJRuv7_Ug68zZraw0zAYUxVHI4M5NYBqMdJrRwawScItZb72LMx7OEuepC-yPUCsmZfMH2o5VDeWw,2024-01-06T18:00:08.000-0300,121100424
6475.0,101000555,TAMIFLU,0704092221,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,33009945000123,1806342022,2022-02-24T17:58:50.000-0300,250000278509907,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNjExNTkyMiIsIm5iZiI6MTcwNDU5MTQ4OCwiZXhwIjoxNzA0NTkxNzg4fQ.XSi-EwqwOeSEXbum1fWYjbbpJkn40pCkk-mLPg3Nqy_5eAkuAxOHrCuVLxwJxwzMoQrcoH-_6gJKdppjs29UsA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNjExNTkyMyIsIm5iZiI6MTcwNDU5MTQ4OCwiZXhwIjoxNzA0NTkxNzg4fQ.RI4JkcFxXn38DxYIZvo9ueTntysJ7YkAkhzE-pqa6KrHE0XtODecsljagGwycvAAXHdFKcgujmsxCnbgG8L0zQ,2024-01-06T18:00:08.000-0300,101000555
282196.0,112360015,IMOSEC,0736792236,JANSSEN-CILAG FARMACÊUTICA LTDA,51780468000187,6856072023,2023-07-17T15:17:37.000-0300,2500100614073,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDQwOTQ3NyIsIm5iZiI6MTcwNDU5MTU2MiwiZXhwIjoxNzA0NTkxODYyfQ.IDs71g1JVU-wBcvL0qO0AHW6kj2zFjk1_VGYtkNEZp6xSzRO37wcmXM4bAd4z48tTDHHbbMVEt2I51Wekqgqdg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDQwOTQ3OCIsIm5iZiI6MTcwNDU5MTU2MiwiZXhwIjoxNzA0NTkxODYyfQ.GHfpE94VIaHNTHjJ8m6JV4zxTMp_R_aOdDQ18iUv3rUeSX9jjU14pRxadfBB16L0__KFEEhY9C1mxKxUGDm4dQ,2024-01-06T18:00:08.000-0300,112360015
336699.0,100290007,COZAAR,4917448221,ORGANON FARMACÊUTICA LTDA.,45987013000134,10517452022,2022-11-08T13:18:02.000-0300,250000052239411,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxODA1NTEwNyIsIm5iZiI6MTcwNDU5MTYwNSwiZXhwIjoxNzA0NTkxOTA1fQ.v-fHXFW3KRwfcMoGJWIFCtMC2cTgXTgR7RMuGI7NFeoelRouv7KIOV_hX6qqlKaomC_L6w_pVFRYZ6sUJ5vgBA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxODA1NTEwOCIsIm5iZiI6MTcwNDU5MTYwNSwiZXhwIjoxNzA0NTkxOTA1fQ.nerDBj1y8YsR_kXNEgAMIGOUhO-D9AO7FXVekwzXI5nZwTLlWr4lrAuAgeHWtzTvFE3bP4bG1Z3kV30FmApzIg,2024-01-06T18:00:08.000-0300,100290007
1057065.0,178170783,CELESTAMINE,0101707231,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,61082426000207,983362023,2023-02-01T16:04:25.000-0300,25351268908201530,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxODgwNzIwNiIsIm5iZiI6MTcwNDU5MTYyMSwiZXhwIjoxNzA0NTkxOTIxfQ.t69cs-rElqbzEbTYgvrocxs3Ky3UlDDDWsNL8SQ89zuGcbHone2Sag18FuiIJ1iTjXNsJsynrznyjAncpyNUXA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxODgwNzIwNyIsIm5iZiI6MTcwNDU5MTYyMSwiZXhwIjoxNzA0NTkxOTIxfQ.eN0IE1Z_gOBWWxzsphGY4CQQ793pLkcQEKoa3TeU-KvJ6nR_5Sha-8yyE1ylQlfY1A6h-3TJtw_ZYuw9zcUEGw,2024-01-06T18:00:08.000-0300,178170783
3163021.0,100290224,REMERON,4395771220,ORGANON FARMACÊUTICA LTDA.,45987013000134,6280152022,2022-07-07T17:04:49.000-0300,25351378467202146,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNzAyOTE4NCIsIm5iZiI6MTcwNDU5MTYwNywiZXhwIjoxNzA0NTkxOTA3fQ._fJ6jIQ0znIaNHfqs7CZGyEpv0s8h9olibnrWU0kxP3x-kpxRpW7CYAXKxlZ7ywVPKRBpNB_wcfOiGmd2JaoGg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNzAyOTE4NSIsIm5iZiI6MTcwNDU5MTYwNywiZXhwIjoxNzA0NTkxOTA3fQ.5gnOgoJPNQM8ET3QU5ejwmOsIrhoVWVnxcfqSURUpd9I5TP0FnXSvnmH4ymMPCmuMuLAsHdV5zofkuAHaYtrww,2024-01-06T18:00:08.000-0300,100290224
409066.0,109740194,VONAU,0794910238,BIOLAB SANUS FARMACÊUTICA LTDA,49475833000106,7356732023,2023-07-31T10:56:32.000-0300,25351088885200524,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDU1NDQ2OCIsIm5iZiI6MTcwNDU5MTYwOCwiZXhwIjoxNzA0NTkxOTA4fQ.g_vRPf49SFotG0OcJQ_kijfOf1N4HhKvh-9UNO8SIEdSyeiRp-weSJtGB88I7BqIsZ7uEA6KFeAfoHbult9uvQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDU1NDQ2OSIsIm5iZiI6MTcwNDU5MTYwOCwiZXhwIjoxNzA0NTkxOTA4fQ.FRNOLOOOXsUK2XMFylEDyU42dggUzfKgTUjPP5fh859XjKgs6iRZ5DDPvyl_R4VVZcaulxj7srhcAk8AsCo02g,2024-01-06T18:00:08.000-0300,109740194
1018494.0,183260141,norfloxacino,3110548216,SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,6978682021,2021-08-09T10:25:41.000-0300,25351680286201415,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDgyMDk3OSIsIm5iZiI6MTcwNDU5MTY1NSwiZXhwIjoxNzA0NTkxOTU1fQ.F7yFE1HcIUcy1dFd6eCas2Xk3IOQ59SYrgkf7fHGLmmbk8NuKTcjDImD9eSeIYtcsfnqKM0AlMplm3fpwIyGGw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDgyMDk4MCIsIm5iZiI6MTcwNDU5MTY1NSwiZXhwIjoxNzA0NTkxOTU1fQ.l2rjKOw4og-OVnPWe1YGAmshjH3_xOM6yWpqs52k9H1P8hEaZyhp0--T-KfDkUkj-Ik2cCVAtgSE21mJttGFzg,2024-01-06T18:00:08.000-0300,183260141
631684.0,170560047,FLANAX,1555264211,BAYER S.A.,18459628000115,3447162021,2021-04-23T11:01:21.000-0300,25351360028200567,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDExOTIzMSIsIm5iZiI6MTcwNDU5MTY1MSwiZXhwIjoxNzA0NTkxOTUxfQ.waspenkw5XK_dY8CKA2sB5uYRqwhLod6d7yptM7CWK3ncEq7kGLWsvjVvFf_p6At7NyCl5Q88qV36KmO6fY8Vg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDExOTQzOSIsIm5iZiI6MTcwNDU5MTY1MSwiZXhwIjoxNzA0NTkxOTUxfQ.tXzApC1X0rJkpFh6HtGW-6oUC2kh6JKyNjxg4yhCHfmZhlp3pXDPIhTZK-ag2OcQ3JjyR7mGwBRjdYen96_FrQ,2024-01-06T18:00:08.000-0300,170560047
2746.0,105730050,SORINE,0718691237,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,6700612023,2023-07-12T16:13:31.000-0300,2599100536880,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDM2NDI4NiIsIm5iZiI6MTcwNDU5MTY1MywiZXhwIjoxNzA0NTkxOTUzfQ.jQcFpM7ZK5qPN6gm9kCx5jvotmwA8Pd_UPgx9TiPVh4_1OX5tUNemqx0Ld0uJe-5KuGrU92NeCwn_6OTy9JErw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDM2NDI4NyIsIm5iZiI6MTcwNDU5MTY1MywiZXhwIjoxNzA0NTkxOTUzfQ.74xSj8-AzaL_vjAnxnczt-ogzdv4fdkuGb1g8mGhIyCPsLjDSe1bYjGrJ2n0bt648COKACHp4gc2d0ArzxlQzA,2024-01-06T18:00:08.000-0300,105730050
2781424.0,109740346,LIVALO,5056299227,BIOLAB SANUS FARMACÊUTICA LTDA,49475833000106,11752472022,2022-12-15T15:45:23.000-0300,25351373964202158,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxODM5MzYzMyIsIm5iZiI6MTcwNDU5MTY5MCwiZXhwIjoxNzA0NTkxOTkwfQ.MfsGOAg-m869_yTxdw3bZE58d_0KqWFZL3zngD3fXJ6JZy86wR56LYg4Y7Z_YSrM_qB_H_-fJespCN1CvbqCZw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxODM5MzYzNCIsIm5iZiI6MTcwNDU5MTY5MCwiZXhwIjoxNzA0NTkxOTkwfQ.kvSblVh1Mn-nGpJkoaaoH_HjSGIUBdx5vaCJ7YMQcZ8HG4P0rM-LTqf3ns9VoM7Mkyjp1WCe97UXtOog9sJlCQ,2024-01-06T18:00:08.000-0300,109740346
137633.0,103920147,AMPRAX,1919847217,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,30222814000131,4289852021,2021-05-18T15:35:39.000-0300,253510312080068,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDI3NTU1MiIsIm5iZiI6MTcwNDU5MTcwMSwiZXhwIjoxNzA0NTkyMDAxfQ.KobK3_g4YJlFBoYzu_MXgXAY3J6_F9pWuvmmMWtmo3mXjr_fheqpzv12mnpQJU34cuiBiVWm_qSKNyFefP5xiA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDI3NTU3NiIsIm5iZiI6MTcwNDU5MTcwMSwiZXhwIjoxNzA0NTkyMDAxfQ.NTbFuHoaH-dPC9vt8SYsQDz1i6jC7S0ozCljoZ0h_d0KaFuW84PHjFYZU352NfpeXtAKuC3wXXykuSgcYfJ61A,2024-01-06T18:00:08.000-0300,103920147
103.0,112360031,RISPERDAL,0802730230,JANSSEN-CILAG FARMACÊUTICA LTDA,51780468000187,7438932023,2023-08-01T18:20:54.000-0300,250000144809272,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDU3OTAxOSIsIm5iZiI6MTcwNDU5MTcxOCwiZXhwIjoxNzA0NTkyMDE4fQ.QREu56vRKp4bDJT27VPJ3IwzgxhgGGnTeXdwXVG6-0ItT1vdpGjOf7yWET7CNIO0TTCocz3PMN2IC0yj0fE1TA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMDU3OTAyMCIsIm5iZiI6MTcwNDU5MTcxOCwiZXhwIjoxNzA0NTkyMDE4fQ.9bNa5QNyLoYvYz0PDNRpE7Y9INH7Y4rwYU4a8N9vyQaEZoKuWLaB-B8HRsb_NgOFm8hkwUrXZLuFN4pivaZ3Jw,2024-01-06T18:00:08.000-0300,112360031
7407.0,100470270,SINVASTACOR,1059787237,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,9715902023,2023-10-05T07:31:58.000-0300,253510062440020,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTIxMzIyMSIsIm5iZiI6MTcwNDU5MTc2MSwiZXhwIjoxNzA0NTkyMDYxfQ.Ftzw-woQVsoXIlQDqAewhUCeCCK1C2_UGGRX_OufwxYjnzI_kIZ_uF-TsXOWos6Tcprl8q9Vn7boqfrGDvhtuQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIyMTIxMzIyMiIsIm5iZiI6MTcwNDU5MTc2MSwiZXhwIjoxNzA0NTkyMDYxfQ.mdh3yU4jGvanJ89Wdt_3zvyKxbObvPllACzaImEfaz7i3MxWWdatN47GTU_lYbXDUez1T3AtWAm0XNTWzXkZaQ,2024-01-06T18:00:08.000-0300,100470270
2010209.0,178170904,NEBACETIN,2402233214,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,61082426000207,5388292021,2021-06-21T16:06:02.000-0300,25351110139202144,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDQ5NzA1MSIsIm5iZiI6MTcwNDU5MTgwOCwiZXhwIjoxNzA0NTkyMTA4fQ.s4YgMkg5fBYdVu3kenBIzqjOrtLGubUE-inaISujf5EWcFk5h9f9YHr1YlXMGA58aYBvIuraprggOr8OkpEngA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxNDQ5NzA1MiIsIm5iZiI6MTcwNDU5MTgwOCwiZXhwIjoxNzA0NTkyMTA4fQ.LUiXCxuCBLjfPGIf-BlU6RdIAPr5yocvOuYsS5TITOqSFykDLtqt32hf2Dd29wHCzVFEnVo22dHO33fd327cxw,2024-01-06T18:00:08.000-0300,178170904
1154942.0,121100359,ZITROMAX,0292551231,PFIZER BRASIL LTDA,61072393000133,2657272023,2023-03-23T10:42:47.000-0300,25351099763201724,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTI2NTg0NCIsIm5iZiI6MTcwNDU5MTgwNSwiZXhwIjoxNzA0NTkyMTA1fQ.NEbDGpNqlRO44-TEbBpEDaxjp6oQagwww7tQoGtccBB78FfdmbyoOixUDoKyjxdGPIybCBI4HHbkl8s8NgHj2Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxOTI2NTg0NSIsIm5iZiI6MTcwNDU5MTgwNSwiZXhwIjoxNzA0NTkyMTA1fQ.D70KmgROCfJ_dKuVnVmRiMZr48bKPljdy3msKfLt1WfG28IUU3A_yFowyyCJQF0gs-gSLEhiw5tDY5efLiMQ8Q,2024-01-06T18:00:08.000-0300,121100359
